id,document,label
9907350,스토리도 말이 안되고 개막장 사랑이야기도 아니예요 이걸보고계신다면 당신의 시간과돈을 아낀거예요^.^휴 그래도 본다면 호구,0.0
4445737,네놈을 살려두기엔 쌀이 아까워! 세기의 명대사,1.0
6969112,평점이 너무 높다. 전혀 재미있지 않았다. 쓸데없이 말만 많음. 이런 류의 영화는 조연들의 뒷받침이 중요한데 조연들의 내용자체가 전혀 없음. 또한 여배우도 별로 매력 없었다. 이틀전에 저스트고위드잇의 애니스톤을 보고 이 영화를 봐서 그런가. 실망했음,0.0
5149470,맛깔 나는 드라마.,1.0
7696175,시베리아인가 거기가서 훈련할때나오는 ost 개작살,1.0
9197636,이건 시종일관 질~~질왜? 제목이 야경꾼 일지냐고 지금 10회가 넘어가는데 즉 2달이 넘어가는데. 앞에서 누군가가 얘기 하더만 이거 100부작이냐고 그러다 또 한 순간에 모든걸 훅진짜 지루함의 지존,0.0
7303814,나이들수록 이해가 가는 영화,1.0
6256531,ㅠㅠ 슬픔,1.0
7860179,장면 개연성도 없고 아역은 연기도 못하고 무슨 추노에 나오는 민폐언년 외국판인줄....초반만 그럴싸한 저급영화,0.0
4813296,이 영화 정말 별루예요. 결말이 이상해요....,0.0
8153915,딱히 재미는 없네요 킁;;,0.0
9698597,송강호는 정말 연기를 하기위해 태어났고 그로인해 우리는 즐거움을 느낀다 역시 송강호는 연기파다.,1.0
9936129,일본영화 수입 금지 시절에도 비디오 테이프로 돌려봤던 불후의 명작 아 그립다,1.0
7758340,살인을 소재로 한 영화가 이토록 재밌을 줄이야. 살인에 대한 감독의 해석이 정말 재치있다. 대 배우님들의 10여년전 모습도 새롭웠고. ㅋ. 정말 유쾌하고 재밌다.,1.0
7983475,누미 라파스 신봉선 닮아서 안 본다,0.0
6986888,케이블에서 그만 좀 재탕해라.,0.0
220218,"멋졌다. 정말이지, 멋지다는 말 이외엔 할 말이 없다.",1.0
8730958,98년에 어떻게 이런영화가 만들어졌는지 의문.. 당대 최고의 영화 지금봐도 퀄에서 결코 떨어지지 않아요,1.0
7717145,지금 이거 티비로 돈내고 보고있는 내가한심하다,0.0
7713083,쓰레기 연예인 재기의 장~~그러나...,0.0
5941602,굿 좋아,0.0
472846,많은 감동을 준 드라마이다.,1.0
9796817,발로만든영화. 지진나서 주인공 넘어지는데 뒤로 사람들 유유히 걸어다니고 있음. 발CG + 발연기 + 발시나리오.... 내용도 정말 뭐같음 ㅋㅋㅋ,0.0
7049293,적당히 해야지 언제 끝나는것인가?,0.0
214940,잊을 수 없는 안개낀 워터루 다리와 마스코트.,1.0
8520381,곤사토시 감독... 2010년 안타깝게 돌아가셔서 가슴이 먹먹합니다.. 정말 천재적인 감독인데 암으로 가시다니.. ㅠㅠ 이제와서 다시봐도 모든 작품이 대작...,1.0
9360766,많은생각을 하게 됐습니다. 예뼈지고 싶은 맘은 있었지만 과하면 독이겠네요. ^^,1.0
8830133,아 츠무구만 없어지면 별 5개줄게,0.0
10043297,어릴땐 조폭영화로 알다가 나이가들수록 이게 인생이구나 하고 뭉클해지는 영화.세상을 살아가면 갈수록 와닿는게 많아지네요...세상은 비정하지만 비정함마져도 따뜻해지는게 친구라고...,1.0
3398464,영상이...,
